project,access,cc,is_constructor,method_fen,class_name_guess,method_name,params_types,file,line_number
codec1.21,package-private,5,False,"org.apache.commons.codec.binary.Base16.encode(byte[],int,int,Context)",Base16,encode,"byte[],int,int,Context",org/apache/commons/codec/binary/Base16.java,254
codec1.21,private,5,True,org.apache.commons.codec.binary.Base32.Base32(Builder),Base32,Base32,Builder,org/apache/commons/codec/binary/Base32.java,341
codec1.21,public,5,False,org.apache.commons.codec.binary.Base64$Builder.setDecodeTableFormat(DecodeTableFormat),Base64$Builder,setDecodeTableFormat,DecodeTableFormat,org/apache/commons/codec/binary/Base64.java,130
codec1.21,private,5,True,org.apache.commons.codec.binary.Base64.Base64(Builder),Base64,Base64,Builder,org/apache/commons/codec/binary/Base64.java,836
codec1.21,protected,5,False,org.apache.commons.codec.binary.BaseNCodec.containsAlphabetOrPad(byte[]),BaseNCodec,containsAlphabetOrPad,byte[],org/apache/commons/codec/binary/BaseNCodec.java,612
codec1.21,public,5,False,org.apache.commons.codec.binary.BinaryCodec.decode(Object),BinaryCodec,decode,Object,org/apache/commons/codec/binary/BinaryCodec.java,233
codec1.21,public,5,False,org.apache.commons.codec.binary.BinaryCodec.fromAscii(byte[]),BinaryCodec,fromAscii,byte[],org/apache/commons/codec/binary/BinaryCodec.java,80
codec1.21,public,5,False,org.apache.commons.codec.binary.BinaryCodec.toAsciiBytes(byte[]),BinaryCodec,toAsciiBytes,byte[],org/apache/commons/codec/binary/BinaryCodec.java,143
codec1.21,public,5,False,org.apache.commons.codec.binary.BinaryCodec.toAsciiChars(byte[]),BinaryCodec,toAsciiChars,byte[],org/apache/commons/codec/binary/BinaryCodec.java,172
codec1.21,public,5,False,org.apache.commons.codec.binary.Hex.decode(Object),Hex,decode,Object,org/apache/commons/codec/binary/Hex.java,450
codec1.21,public,5,False,"org.apache.commons.codec.digest.Crypt.crypt(byte[],String)",Crypt,crypt,"byte[],String",org/apache/commons/codec/digest/Crypt.java,75
codec1.21,public,5,False,"org.apache.commons.codec.digest.MurmurHash2.hash32(byte[],int,int)",MurmurHash2,hash32,"byte[],int,int",org/apache/commons/codec/digest/MurmurHash2.java,87
codec1.21,public,5,False,"org.apache.commons.codec.digest.MurmurHash3.hash32(byte[],int,int,int)",MurmurHash3,hash32,"byte[],int,int,int",org/apache/commons/codec/digest/MurmurHash3.java,712
codec1.21,public,5,False,"org.apache.commons.codec.digest.MurmurHash3.hash32x86(byte[],int,int,int)",MurmurHash3,hash32x86,"byte[],int,int,int",org/apache/commons/codec/digest/MurmurHash3.java,912
codec1.21,public,5,False,org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer.put(char),ColognePhonetic$CologneOutputBuffer,put,char,org/apache/commons/codec/language/ColognePhonetic.java,272
codec1.21,private,5,False,org.apache.commons.codec.language.ColognePhonetic.preprocess(String),ColognePhonetic,preprocess,String,org/apache/commons/codec/language/ColognePhonetic.java,445
codec1.21,private,5,False,org.apache.commons.codec.language.DaitchMokotoffSoundex$Rule.isVowel(char),DaitchMokotoffSoundex$Rule,isVowel,char,org/apache/commons/codec/language/DaitchMokotoffSoundex.java,188
codec1.21,private,5,False,"org.apache.commons.codec.language.DoubleMetaphone.conditionL0(String,int)",DoubleMetaphone,conditionL0,"String,int",org/apache/commons/codec/language/DoubleMetaphone.java,306
codec1.21,protected,5,False,"org.apache.commons.codec.language.DoubleMetaphone.contains(String,int,int,String[])",DoubleMetaphone,contains,"String,int,int,String[]",org/apache/commons/codec/language/DoubleMetaphone.java,203
codec1.21,package-private,5,False,org.apache.commons.codec.language.MatchRatingApproachEncoder.getMinRating(int),MatchRatingApproachEncoder,getMinRating,int,org/apache/commons/codec/language/MatchRatingApproachEncoder.java,191
codec1.21,package-private,5,False,org.apache.commons.codec.language.MatchRatingApproachEncoder.isVowel(String),MatchRatingApproachEncoder,isVowel,String,org/apache/commons/codec/language/MatchRatingApproachEncoder.java,285
codec1.21,private,5,False,org.apache.commons.codec.language.Nysiis.isVowel(char),Nysiis,isVowel,char,org/apache/commons/codec/language/Nysiis.java,102
codec1.21,package-private,5,False,org.apache.commons.codec.language.SoundexUtils.clean(String),SoundexUtils,clean,String,org/apache/commons/codec/language/SoundexUtils.java,42
codec1.21,package-private,5,False,"org.apache.commons.codec.language.SoundexUtils.differenceEncoded(String,String)",SoundexUtils,differenceEncoded,"String,String",org/apache/commons/codec/language/SoundexUtils.java,110
codec1.21,public,5,False,org.apache.commons.codec.language.bm.PhoneticEngine$RulesApplication.invoke(),PhoneticEngine$RulesApplication,invoke,,org/apache/commons/codec/language/bm/PhoneticEngine.java,198
codec1.21,private,5,False,"org.apache.commons.codec.language.bm.PhoneticEngine.applyFinalRules(PhonemeBuilder,Map<String,List<Rule>>)",PhoneticEngine,applyFinalRules,"PhonemeBuilder,Map<String,List<Rule>>",org/apache/commons/codec/language/bm/PhoneticEngine.java,314
codec1.21,public,5,False,"org.apache.commons.codec.language.bm.Rule.patternAndContextMatches(CharSequence,int)",Rule,patternAndContextMatches,"CharSequence,int",org/apache/commons/codec/language/bm/Rule.java,688
codec1.21,public,5,False,org.apache.commons.codec.net.PercentCodec.encode(byte[]),PercentCodec,encode,byte[],org/apache/commons/codec/net/PercentCodec.java,172
codec1.21,protected,5,False,org.apache.commons.codec.net.QCodec.doEncoding(byte[]),QCodec,doEncoding,byte[],org/apache/commons/codec/net/QCodec.java,213
codec1.21,public,4,False,"org.apache.commons.codec.binary.Base64.encodeBase64(byte[],boolean,boolean,int)",Base64,encodeBase64,"byte[],boolean,boolean,int",org/apache/commons/codec/binary/Base64.java,515
codec1.21,public,4,False,org.apache.commons.codec.binary.Base64.isBase64(byte),Base64,isBase64,byte,org/apache/commons/codec/binary/Base64.java,615
codec1.21,public,4,False,org.apache.commons.codec.binary.Base64.isBase64(byte[]),Base64,isBase64,byte[],org/apache/commons/codec/binary/Base64.java,631
codec1.21,public,4,False,org.apache.commons.codec.binary.Base64.isBase64Standard(byte),Base64,isBase64Standard,byte,org/apache/commons/codec/binary/Base64.java,667
codec1.21,public,4,False,org.apache.commons.codec.binary.Base64.isBase64Standard(byte[]),Base64,isBase64Standard,byte[],org/apache/commons/codec/binary/Base64.java,682
codec1.21,public,4,False,org.apache.commons.codec.binary.Base64.isBase64Url(byte),Base64,isBase64Url,byte,org/apache/commons/codec/binary/Base64.java,719
codec1.21,public,4,False,org.apache.commons.codec.binary.Base64.isBase64Url(byte[]),Base64,isBase64Url,byte[],org/apache/commons/codec/binary/Base64.java,735
codec1.21,package-private,4,False,org.apache.commons.codec.binary.Base64.toIntegerBytes(BigInteger),Base64,toIntegerBytes,BigInteger,org/apache/commons/codec/binary/Base64.java,767
codec1.21,package-private,4,False,"org.apache.commons.codec.binary.BaseNCodec.readResults(byte[],int,int,Context)",BaseNCodec,readResults,"byte[],int,int,Context",org/apache/commons/codec/binary/BaseNCodec.java,885
codec1.21,public,4,False,org.apache.commons.codec.binary.BaseNCodecInputStream.read(),BaseNCodecInputStream,read,,org/apache/commons/codec/binary/BaseNCodecInputStream.java,179
codec1.21,public,4,False,org.apache.commons.codec.binary.BaseNCodecInputStream.skip(long),BaseNCodecInputStream,skip,long,org/apache/commons/codec/binary/BaseNCodecInputStream.java,263
codec1.21,private,4,False,org.apache.commons.codec.binary.BaseNCodecOutputStream.flush(boolean),BaseNCodecOutputStream,flush,boolean,org/apache/commons/codec/binary/BaseNCodecOutputStream.java,171
codec1.21,public,4,False,"org.apache.commons.codec.binary.Hex.decodeHex(char[],byte[],int)",Hex,decodeHex,"char[],byte[],int",org/apache/commons/codec/binary/Hex.java,91
codec1.21,public,4,False,org.apache.commons.codec.binary.Hex.encode(Object),Hex,encode,Object,org/apache/commons/codec/binary/Hex.java,521
codec1.21,private,4,False,org.apache.commons.codec.cli.Digest.run(),Digest,run,,org/apache/commons/codec/cli/Digest.java,90
codec1.21,private,4,False,"org.apache.commons.codec.digest.Blake3.checkBufferArgs(byte[],int,int)",Blake3,checkBufferArgs,"byte[],int,int",org/apache/commons/codec/digest/Blake3.java,292
codec1.21,package-private,4,False,"org.apache.commons.codec.digest.MurmurHash3$IncrementalHash32.finalise(int,int,byte[],int)",MurmurHash3$IncrementalHash32,finalise,"int,int,byte[],int",org/apache/commons/codec/digest/MurmurHash3.java,103
codec1.21,package-private,4,False,"org.apache.commons.codec.digest.MurmurHash3$IncrementalHash32x86.finalise(int,int,byte[],int)",MurmurHash3$IncrementalHash32x86,finalise,"int,int,byte[],int",org/apache/commons/codec/digest/MurmurHash3.java,276
codec1.21,public,4,False,org.apache.commons.codec.digest.XXHash32.getValue(),XXHash32,getValue,,org/apache/commons/codec/digest/XXHash32.java,94
codec1.21,private,4,False,"org.apache.commons.codec.language.DaitchMokotoffSoundex$Rule.getReplacements(String,boolean)",DaitchMokotoffSoundex$Rule,getReplacements,"String,boolean",org/apache/commons/codec/language/DaitchMokotoffSoundex.java,174
codec1.21,private,4,False,"org.apache.commons.codec.language.DoubleMetaphone.conditionCH0(String,int)",DoubleMetaphone,conditionCH0,"String,int",org/apache/commons/codec/language/DoubleMetaphone.java,281
codec1.21,private,4,False,"org.apache.commons.codec.language.DoubleMetaphone.conditionM0(String,int)",DoubleMetaphone,conditionM0,"String,int",org/apache/commons/codec/language/DoubleMetaphone.java,319
codec1.21,private,4,False,"org.apache.commons.codec.language.DoubleMetaphone.handleD(String,DoubleMetaphoneResult,int)",DoubleMetaphone,handleD,"String,DoubleMetaphoneResult,int",org/apache/commons/codec/language/DoubleMetaphone.java,606
codec1.21,private,4,False,"org.apache.commons.codec.language.DoubleMetaphone.handleH(String,DoubleMetaphoneResult,int)",DoubleMetaphone,handleH,"String,DoubleMetaphoneResult,int",org/apache/commons/codec/language/DoubleMetaphone.java,720
codec1.21,private,4,False,org.apache.commons.codec.language.DoubleMetaphone.isSlavoGermanic(String),DoubleMetaphone,isSlavoGermanic,String,org/apache/commons/codec/language/DoubleMetaphone.java,1035
codec1.21,package-private,4,False,org.apache.commons.codec.language.MatchRatingApproachEncoder.removeAccents(String),MatchRatingApproachEncoder,removeAccents,String,org/apache/commons/codec/language/MatchRatingApproachEncoder.java,359
codec1.21,package-private,4,False,org.apache.commons.codec.language.RefinedSoundex.getMappingCode(char),RefinedSoundex,getMappingCode,char,org/apache/commons/codec/language/RefinedSoundex.java,175
codec1.21,public,4,False,org.apache.commons.codec.language.bm.Lang.guessLanguages(String),Lang,guessLanguages,String,org/apache/commons/codec/language/bm/Lang.java,214
codec1.21,private,4,False,"org.apache.commons.codec.language.bm.Rule.endsWith(CharSequence,CharSequence)",Rule,endsWith,"CharSequence,CharSequence",org/apache/commons/codec/language/bm/Rule.java,346
codec1.21,private,4,False,"org.apache.commons.codec.language.bm.Rule.startsWith(CharSequence,CharSequence)",Rule,startsWith,"CharSequence,CharSequence",org/apache/commons/codec/language/bm/Rule.java,602
codec1.21,private,4,False,org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChar(byte),PercentCodec,insertAlwaysEncodeChar,byte,org/apache/commons/codec/net/PercentCodec.java,230
codec1.21,public,4,False,org.apache.commons.codec.net.QuotedPrintableCodec.decode(Object),QuotedPrintableCodec,decode,Object,org/apache/commons/codec/net/QuotedPrintableCodec.java,377
codec1.21,public,4,False,org.apache.commons.codec.net.QuotedPrintableCodec.encode(Object),QuotedPrintableCodec,encode,Object,org/apache/commons/codec/net/QuotedPrintableCodec.java,461
codec1.21,public,4,False,org.apache.commons.codec.net.URLCodec.decode(Object),URLCodec,decode,Object,org/apache/commons/codec/net/URLCodec.java,217
codec1.21,public,4,False,org.apache.commons.codec.net.URLCodec.encode(Object),URLCodec,encode,Object,org/apache/commons/codec/net/URLCodec.java,297
codec1.21,private,3,False,org.apache.commons.codec.binary.Base16.decodeOctet(byte),Base16,decodeOctet,byte,org/apache/commons/codec/binary/Base16.java,242
codec1.21,public,3,False,org.apache.commons.codec.binary.Base32.isInAlphabet(byte),Base32,isInAlphabet,byte,org/apache/commons/codec/binary/Base32.java,740
