project,access,cc,is_constructor,method_fen,class_name,method_name,params_types,file,line_number,coverage_status,full_coverage,not_full_reasons,line_cov_summary,instr_cov_summary,branch_cov_summary,tests,calls
lang3.20,public,5,False,org.apache.commons.lang3.text.StrBuilder.appendTo(Appendable),org.apache.commons.lang3.text.StrBuilder,appendTo,Appendable,org/apache/commons/lang3/text/StrBuilder.java,1379,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,5,False,"org.apache.commons.lang3.text.StrBuilder.appendWithSeparators(Iterable<?>,String)",org.apache.commons.lang3.text.StrBuilder,appendWithSeparators,"Iterable<?>,String",org/apache/commons/lang3/text/StrBuilder.java,1403,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,5,False,org.apache.commons.lang3.text.StrBuilder.deleteAll(char),org.apache.commons.lang3.text.StrBuilder,deleteAll,char,org/apache/commons/lang3/text/StrBuilder.java,1678,ok,False,line_not_full;instr_not_full,94.4% (17/18),88.6% (70/79),100.0% (12/12),0,0
lang3.20,public,5,False,"org.apache.commons.lang3.text.StrBuilder.getChars(int,int,char[],int)",org.apache.commons.lang3.text.StrBuilder,getChars,"int,int,char[],int",org/apache/commons/lang3/text/StrBuilder.java,1937,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,5,False,"org.apache.commons.lang3.text.StrBuilder.indexOf(StrMatcher,int)",org.apache.commons.lang3.text.StrBuilder,indexOf,"StrMatcher,int",org/apache/commons/lang3/text/StrBuilder.java,2070,ok,False,line_not_full;instr_not_full;branch_not_full,52.4% (11/21),52.9% (46/87),42.9% (6/14),311,0
lang3.20,public,5,False,"org.apache.commons.lang3.text.StrBuilder.lastIndexOf(char,int)",org.apache.commons.lang3.text.StrBuilder,lastIndexOf,"char,int",org/apache/commons/lang3/text/StrBuilder.java,2323,ok,False,line_not_full;instr_not_full;branch_not_full,50.0% (10/20),53.0% (53/100),44.4% (8/18),0,0
lang3.20,protected,5,False,"org.apache.commons.lang3.text.StrTokenizer.tokenize(char[],int,int)",org.apache.commons.lang3.text.StrTokenizer,tokenize,"char[],int,int",org/apache/commons/lang3/text/StrTokenizer.java,1079,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,5,True,org.apache.commons.lang3.text.translate.LookupTranslator.LookupTranslator(CharSequence[][]),org.apache.commons.lang3.text.translate.LookupTranslator,LookupTranslator,CharSequence[][],org/apache/commons/lang3/text/translate/LookupTranslator.java,49,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,private,5,False,"org.apache.commons.lang3.time.DateUtils.parseDateWithLeniency(String,Locale,String[],boolean)",org.apache.commons.lang3.time.DateUtils,parseDateWithLeniency,"String,Locale,String[],boolean",org/apache/commons/lang3/time/DateUtils.java,1344,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),177,0
lang3.20,public,5,False,"org.apache.commons.lang3.time.FastDatePrinter.appendTo(Appendable,Calendar)",org.apache.commons.lang3.time.FastDatePrinter,appendTo,"Appendable,Calendar",org/apache/commons/lang3/time/FastDatePrinter.java,205,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,5,False,org.apache.commons.lang3.time.FastDatePrinter.equals(Object),org.apache.commons.lang3.time.FastDatePrinter,equals,Object,org/apache/commons/lang3/time/FastDatePrinter.java,432,ok,False,branch_not_full,100.0% (6/6),100.0% (30/30),87.5% (7/8),92,0
lang3.20,public,5,False,org.apache.commons.lang3.time.StopWatch.getNanoTime(),org.apache.commons.lang3.time.StopWatch,getNanoTime,,org/apache/commons/lang3/time/StopWatch.java,359,ok,False,line_not_full;instr_not_full;branch_not_full,60.0% (3/5),54.2% (13/24),50.0% (2/4),0,0
lang3.20,private,4,False,"org.apache.commons.lang3.AnnotationUtils.annotationArrayMemberEquals(Annotation[],Annotation[])",org.apache.commons.lang3.AnnotationUtils,annotationArrayMemberEquals,"Annotation[],Annotation[]",org/apache/commons/lang3/AnnotationUtils.java,99,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,4,False,org.apache.commons.lang3.AnnotationUtils.toString(Annotation),org.apache.commons.lang3.AnnotationUtils,toString,Annotation,org/apache/commons/lang3/AnnotationUtils.java,331,ok,False,line_not_full;instr_not_full,77.8% (7/9),87.8% (43/49),100.0% (4/4),3,2
lang3.20,private,4,False,"org.apache.commons.lang3.AppendableJoiner.joinArray(A,CharSequence,CharSequence,CharSequence,FailableBiConsumer<Appendable,T,IOException>,T[])",org.apache.commons.lang3.AppendableJoiner,joinArray,"A,CharSequence,CharSequence,CharSequence,FailableBiConsumer<Appendable,T,IOException>,T[]",org/apache/commons/lang3/AppendableJoiner.java,183,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),19,0
lang3.20,private,4,False,"org.apache.commons.lang3.AppendableJoiner.joinIterable(A,CharSequence,CharSequence,CharSequence,FailableBiConsumer<Appendable,T,IOException>,Iterable<T>)",org.apache.commons.lang3.AppendableJoiner,joinIterable,"A,CharSequence,CharSequence,CharSequence,FailableBiConsumer<Appendable,T,IOException>,Iterable<T>",org/apache/commons/lang3/AppendableJoiner.java,210,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),18,0
lang3.20,public,4,False,"org.apache.commons.lang3.ArrayFill.fill(T[],FailableIntFunction<?extends T,E>)",org.apache.commons.lang3.ArrayFill,fill,"T[],FailableIntFunction<?extends T,E>",org/apache/commons/lang3/ArrayFill.java,170,ok,False,line_not_full;instr_not_full;branch_not_full,90.3% (28/31),91.6% (76/83),83.3% (20/24),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.ArrayUtils.add(T[],T)",org.apache.commons.lang3.ArrayUtils,add,"T[],T",org/apache/commons/lang3/ArrayUtils.java,820,ok,False,line_not_full;instr_not_full;branch_not_full,97.8% (45/46),98.0% (245/250),87.5% (7/8),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.ArrayUtils.indexOf(boolean[],boolean,int)",org.apache.commons.lang3.ArrayUtils,indexOf,"boolean[],boolean,int",org/apache/commons/lang3/ArrayUtils.java,2393,ok,False,instr_not_full;branch_not_full,100.0% (81/81),98.2% (327/333),92.1% (70/76),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.ArrayUtils.indexOf(byte[],byte,int)",org.apache.commons.lang3.ArrayUtils,indexOf,"byte[],byte,int",org/apache/commons/lang3/ArrayUtils.java,2436,ok,False,instr_not_full;branch_not_full,100.0% (81/81),98.2% (327/333),92.1% (70/76),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.ArrayUtils.indexOf(char[],char,int)",org.apache.commons.lang3.ArrayUtils,indexOf,"char[],char,int",org/apache/commons/lang3/ArrayUtils.java,2481,ok,False,instr_not_full;branch_not_full,100.0% (81/81),98.2% (327/333),92.1% (70/76),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.ArrayUtils.indexOf(int[],int,int)",org.apache.commons.lang3.ArrayUtils,indexOf,"int[],int,int",org/apache/commons/lang3/ArrayUtils.java,2665,ok,False,instr_not_full;branch_not_full,100.0% (81/81),98.2% (327/333),92.1% (70/76),572,22
lang3.20,public,4,False,"org.apache.commons.lang3.ArrayUtils.indexOf(long[],long,int)",org.apache.commons.lang3.ArrayUtils,indexOf,"long[],long,int",org/apache/commons/lang3/ArrayUtils.java,2708,ok,False,instr_not_full;branch_not_full,100.0% (81/81),98.2% (327/333),92.1% (70/76),72,72
lang3.20,public,4,False,"org.apache.commons.lang3.ArrayUtils.indexOf(short[],short,int)",org.apache.commons.lang3.ArrayUtils,indexOf,"short[],short,int",org/apache/commons/lang3/ArrayUtils.java,2803,ok,False,instr_not_full;branch_not_full,100.0% (81/81),98.2% (327/333),92.1% (70/76),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.ArrayUtils.indexesOf(boolean[],boolean,int)",org.apache.commons.lang3.ArrayUtils,indexesOf,"boolean[],boolean,int",org/apache/commons/lang3/ArrayUtils.java,1917,"coverage-error:unclosed token: line 1, column 2367463",False,"status=coverage-error:unclosed token: line 1, column 2367463",% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.ArrayUtils.indexesOf(double[],double,int,double)",org.apache.commons.lang3.ArrayUtils,indexesOf,"double[],double,int,double",org/apache/commons/lang3/ArrayUtils.java,2114,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.ArrayUtils.isSorted(T[],Comparator<T>)",org.apache.commons.lang3.ArrayUtils,isSorted,"T[],Comparator<T>",org/apache/commons/lang3/ArrayUtils.java,3793,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,org.apache.commons.lang3.ArrayUtils.isSorted(double[]),org.apache.commons.lang3.ArrayUtils,isSorted,double[],org/apache/commons/lang3/ArrayUtils.java,3662,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,org.apache.commons.lang3.ArrayUtils.isSorted(float[]),org.apache.commons.lang3.ArrayUtils,isSorted,float[],org/apache/commons/lang3/ArrayUtils.java,3685,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,org.apache.commons.lang3.ArrayUtils.toPrimitive(Byte[]),org.apache.commons.lang3.ArrayUtils,toPrimitive,Byte[],org/apache/commons/lang3/ArrayUtils.java,9120,ok,False,line_not_full;instr_not_full;branch_not_full,94.7% (142/150),93.2% (547/587),93.5% (116/124),0,0
lang3.20,public,4,False,org.apache.commons.lang3.ArrayUtils.toPrimitive(Character[]),org.apache.commons.lang3.ArrayUtils,toPrimitive,Character[],org/apache/commons/lang3/ArrayUtils.java,9169,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,org.apache.commons.lang3.ArrayUtils.toPrimitive(Double[]),org.apache.commons.lang3.ArrayUtils,toPrimitive,Double[],org/apache/commons/lang3/ArrayUtils.java,9218,ok,False,line_not_full;instr_not_full;branch_not_full,94.7% (142/150),93.2% (547/587),93.5% (116/124),0,0
lang3.20,public,4,False,org.apache.commons.lang3.ArrayUtils.toPrimitive(Float[]),org.apache.commons.lang3.ArrayUtils,toPrimitive,Float[],org/apache/commons/lang3/ArrayUtils.java,9267,ok,False,line_not_full;instr_not_full;branch_not_full,94.7% (142/150),93.2% (547/587),93.5% (116/124),61,61
lang3.20,public,4,False,org.apache.commons.lang3.ArrayUtils.toPrimitive(Integer[]),org.apache.commons.lang3.ArrayUtils,toPrimitive,Integer[],org/apache/commons/lang3/ArrayUtils.java,9316,ok,False,line_not_full;instr_not_full;branch_not_full,94.7% (142/150),93.2% (547/587),93.5% (116/124),0,0
lang3.20,public,4,False,org.apache.commons.lang3.ArrayUtils.toPrimitive(Long[]),org.apache.commons.lang3.ArrayUtils,toPrimitive,Long[],org/apache/commons/lang3/ArrayUtils.java,9365,ok,False,line_not_full;instr_not_full;branch_not_full,94.7% (142/150),93.2% (547/587),93.5% (116/124),24,0
lang3.20,public,4,False,org.apache.commons.lang3.ArrayUtils.toPrimitive(Short[]),org.apache.commons.lang3.ArrayUtils,toPrimitive,Short[],org/apache/commons/lang3/ArrayUtils.java,9457,"coverage-error:unclosed token: line 1, column 2367467",False,"status=coverage-error:unclosed token: line 1, column 2367467",% (/),% (/),% (/),,
lang3.20,public,4,False,org.apache.commons.lang3.BooleanUtils.oneHot(boolean[]),org.apache.commons.lang3.BooleanUtils,oneHot,boolean[],org/apache/commons/lang3/BooleanUtils.java,282,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.BooleanUtils.toBooleanObject(int,int,int,int)",org.apache.commons.lang3.BooleanUtils,toBooleanObject,"int,int,int,int",org/apache/commons/lang3/BooleanUtils.java,612,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,private,4,False,org.apache.commons.lang3.CharRange.CharacterIterator(CharRange),org.apache.commons.lang3.CharRange,CharacterIterator,CharRange,org/apache/commons/lang3/CharRange.java,52,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,private,4,False,"org.apache.commons.lang3.CharSequenceUtils.checkLaterThan1(CharSequence,CharSequence,int,int)",org.apache.commons.lang3.CharSequenceUtils,checkLaterThan1,"CharSequence,CharSequence,int,int",org/apache/commons/lang3/CharSequenceUtils.java,32,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.ClassUtils.isAssignable(Class<?>[],Class<?>[],boolean)",org.apache.commons.lang3.ClassUtils,isAssignable,"Class<?>[],Class<?>[],boolean",org/apache/commons/lang3/ClassUtils.java,1400,ok,False,line_not_full;instr_not_full;branch_not_full,62.2% (28/45),46.3% (100/216),39.5% (30/76),148,13
lang3.20,private,4,False,org.apache.commons.lang3.ClassUtils.toCanonicalName(String),org.apache.commons.lang3.ClassUtils,toCanonicalName,String,org/apache/commons/lang3/ClassUtils.java,1501,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,private,4,False,"org.apache.commons.lang3.ClassUtils.walkInterfaces(Set<Class<?>>,Class<?>)",org.apache.commons.lang3.ClassUtils,walkInterfaces,"Set<Class<?>>,Class<?>",org/apache/commons/lang3/ClassUtils.java,1179,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.Conversion.hexToInt(String,int,int,int,int)",org.apache.commons.lang3.Conversion,hexToInt,"String,int,int,int,int",org/apache/commons/lang3/Conversion.java,772,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.Conversion.hexToShort(String,int,short,int,int)",org.apache.commons.lang3.Conversion,hexToShort,"String,int,short,int,int",org/apache/commons/lang3/Conversion.java,828,"coverage-error:unclosed token: line 1, column 16381",False,"status=coverage-error:unclosed token: line 1, column 16381",% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.Conversion.intToByteArray(int,int,byte[],int,int)",org.apache.commons.lang3.Conversion,intToByteArray,"int,int,byte[],int,int",org/apache/commons/lang3/Conversion.java,915,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.Conversion.intToShortArray(int,int,short[],int,int)",org.apache.commons.lang3.Conversion,intToShortArray,"int,int,short[],int,int",org/apache/commons/lang3/Conversion.java,1057,ok,False,line_not_full;instr_not_full;branch_not_full,75.0% (6/8),57.8% (26/45),83.3% (5/6),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.Conversion.longToBinary(long,int,boolean[],int,int)",org.apache.commons.lang3.Conversion,longToBinary,"long,int,boolean[],int,int",org/apache/commons/lang3/Conversion.java,1084,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.Conversion.longToIntArray(long,int,int[],int,int)",org.apache.commons.lang3.Conversion,longToIntArray,"long,int,int[],int,int",org/apache/commons/lang3/Conversion.java,1172,ok,False,line_not_full;instr_not_full;branch_not_full,75.0% (6/8),57.8% (26/45),83.3% (5/6),7,6
lang3.20,public,4,False,"org.apache.commons.lang3.Conversion.longToShortArray(long,int,short[],int,int)",org.apache.commons.lang3.Conversion,longToShortArray,"long,int,short[],int,int",org/apache/commons/lang3/Conversion.java,1199,ok,False,line_not_full;instr_not_full;branch_not_full,75.0% (6/8),56.5% (26/46),83.3% (5/6),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.Conversion.shortToBinary(short,int,boolean[],int,int)",org.apache.commons.lang3.Conversion,shortToBinary,"short,int,boolean[],int,int",org/apache/commons/lang3/Conversion.java,1286,ok,False,instr_not_full;branch_not_full,100.0% (9/9),80.4% (45/56),80.0% (8/10),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.Conversion.shortToByteArray(short,int,byte[],int,int)",org.apache.commons.lang3.Conversion,shortToByteArray,"short,int,byte[],int,int",org/apache/commons/lang3/Conversion.java,1314,ok,False,line_not_full;instr_not_full;branch_not_full,75.0% (6/8),57.8% (26/45),83.3% (5/6),5,5
lang3.20,public,4,False,"org.apache.commons.lang3.Conversion.uuidToByteArray(UUID,byte[],int,int)",org.apache.commons.lang3.Conversion,uuidToByteArray,"UUID,byte[],int,int",org/apache/commons/lang3/Conversion.java,1374,ok,False,line_not_full;instr_not_full;branch_not_full,87.5% (7/8),70.0% (28/40),83.3% (5/6),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.EnumUtils.getEnum(Class<E>,String,E)",org.apache.commons.lang3.EnumUtils,getEnum,"Class<E>,String,E",org/apache/commons/lang3/EnumUtils.java,219,ok,False,line_not_full;instr_not_full;branch_not_full,83.3% (5/6),77.8% (14/18),75.0% (3/4),35,3
lang3.20,public,4,False,org.apache.commons.lang3.ObjectUtils.max(T[]),org.apache.commons.lang3.ObjectUtils,max,T[],org/apache/commons/lang3/ObjectUtils.java,1032,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,org.apache.commons.lang3.ObjectUtils.min(T[]),org.apache.commons.lang3.ObjectUtils,min,T[],org/apache/commons/lang3/ObjectUtils.java,1102,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.StringUtils.abbreviateMiddle(String,String,int)",org.apache.commons.lang3.StringUtils,abbreviateMiddle,"String,String,int",org/apache/commons/lang3/StringUtils.java,420,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.StringUtils.countMatches(CharSequence,CharSequence)",org.apache.commons.lang3.StringUtils,countMatches,"CharSequence,CharSequence",org/apache/commons/lang3/StringUtils.java,1494,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,org.apache.commons.lang3.StringUtils.isAllEmpty(CharSequence[]),org.apache.commons.lang3.StringUtils,isAllEmpty,CharSequence[],org/apache/commons/lang3/StringUtils.java,3157,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.StringUtils.join(List<?>,String,int,int)",org.apache.commons.lang3.StringUtils,join,"List<?>,String,int,int",org/apache/commons/lang3/StringUtils.java,4398,ok,False,line_not_full;instr_not_full;branch_not_full,97.1% (134/138),96.4% (540/560),97.8% (88/90),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.StringUtils.join(List<?>,char,int,int)",org.apache.commons.lang3.StringUtils,join,"List<?>,char,int,int",org/apache/commons/lang3/StringUtils.java,4363,ok,False,line_not_full;instr_not_full;branch_not_full,97.1% (134/138),96.4% (540/560),97.8% (88/90),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.StringUtils.join(boolean[],char,int,int)",org.apache.commons.lang3.StringUtils,join,"boolean[],char,int,int",org/apache/commons/lang3/StringUtils.java,3856,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.StringUtils.join(byte[],char,int,int)",org.apache.commons.lang3.StringUtils,join,"byte[],char,int,int",org/apache/commons/lang3/StringUtils.java,3931,ok,False,line_not_full;instr_not_full;branch_not_full,97.1% (134/138),96.4% (540/560),97.8% (88/90),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.StringUtils.join(char[],char,int,int)",org.apache.commons.lang3.StringUtils,join,"char[],char,int,int",org/apache/commons/lang3/StringUtils.java,4006,ok,False,line_not_full;instr_not_full;branch_not_full,97.1% (134/138),96.4% (540/560),97.8% (88/90),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.StringUtils.join(double[],char,int,int)",org.apache.commons.lang3.StringUtils,join,"double[],char,int,int",org/apache/commons/lang3/StringUtils.java,4081,ok,False,line_not_full;instr_not_full;branch_not_full,97.1% (134/138),96.4% (540/560),97.8% (88/90),1,0
lang3.20,public,4,False,"org.apache.commons.lang3.StringUtils.join(float[],char,int,int)",org.apache.commons.lang3.StringUtils,join,"float[],char,int,int",org/apache/commons/lang3/StringUtils.java,4156,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.StringUtils.join(int[],char,int,int)",org.apache.commons.lang3.StringUtils,join,"int[],char,int,int",org/apache/commons/lang3/StringUtils.java,4231,"coverage-error:unclosed token: line 1, column 2375678",False,"status=coverage-error:unclosed token: line 1, column 2375678",% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.StringUtils.join(long[],char,int,int)",org.apache.commons.lang3.StringUtils,join,"long[],char,int,int",org/apache/commons/lang3/StringUtils.java,4469,ok,False,line_not_full;instr_not_full;branch_not_full,97.1% (134/138),96.4% (540/560),97.8% (88/90),646,72
lang3.20,public,4,False,"org.apache.commons.lang3.StringUtils.join(short[],char,int,int)",org.apache.commons.lang3.StringUtils,join,"short[],char,int,int",org/apache/commons/lang3/StringUtils.java,4663,ok,False,line_not_full;instr_not_full;branch_not_full,97.1% (134/138),96.4% (540/560),97.8% (88/90),78,77
lang3.20,public,4,False,"org.apache.commons.lang3.StringUtils.leftPad(String,int,char)",org.apache.commons.lang3.StringUtils,leftPad,"String,int,char",org/apache/commons/lang3/StringUtils.java,5117,ok,False,line_not_full;instr_not_full,96.6% (28/29),94.7% (108/114),100.0% (22/22),685,11
lang3.20,public,4,False,"org.apache.commons.lang3.StringUtils.substringAfter(String,String)",org.apache.commons.lang3.StringUtils,substringAfter,"String,String",org/apache/commons/lang3/StringUtils.java,8242,"coverage-error:unclosed token: line 1, column 638943",False,"status=coverage-error:unclosed token: line 1, column 638943",% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.Strings.equalsAny(CharSequence,CharSequence[])",org.apache.commons.lang3.Strings,equalsAny,"CharSequence,CharSequence[]",org/apache/commons/lang3/Strings.java,757,"coverage-error:unclosed token: line 1, column 1179643",False,"status=coverage-error:unclosed token: line 1, column 1179643",% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.Strings.startsWith(CharSequence,CharSequence)",org.apache.commons.lang3.Strings,startsWith,"CharSequence,CharSequence",org/apache/commons/lang3/Strings.java,1403,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,org.apache.commons.lang3.ThreadUtils.findThreadById(long),org.apache.commons.lang3.ThreadUtils,findThreadById,long,org/apache/commons/lang3/ThreadUtils.java,183,ok,False,line_not_full;instr_not_full;branch_not_full,92.9% (13/14),90.5% (67/74),66.7% (12/18),23,5
lang3.20,public,4,False,"org.apache.commons.lang3.ThreadUtils.findThreadById(long,String)",org.apache.commons.lang3.ThreadUtils,findThreadById,"long,String",org/apache/commons/lang3/ThreadUtils.java,203,ok,False,line_not_full;instr_not_full;branch_not_full,92.9% (13/14),90.5% (67/74),66.7% (12/18),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.Validate.isAssignableFrom(Class<?>,Class<?>)",org.apache.commons.lang3.Validate,isAssignableFrom,"Class<?>,Class<?>",org/apache/commons/lang3/Validate.java,399,ok,False,branch_not_full,100.0% (7/7),100.0% (41/41),75.0% (6/8),138,4
lang3.20,public,4,False,"org.apache.commons.lang3.builder.MultilineRecursiveToStringStyle.appendDetail(StringBuffer,String,Object)",org.apache.commons.lang3.builder.MultilineRecursiveToStringStyle,appendDetail,"StringBuffer,String,Object",org/apache/commons/lang3/builder/MultilineRecursiveToStringStyle.java,150,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.builder.RecursiveToStringStyle.appendDetail(StringBuffer,String,Object)",org.apache.commons.lang3.builder.RecursiveToStringStyle,appendDetail,"StringBuffer,String,Object",org/apache/commons/lang3/builder/RecursiveToStringStyle.java,89,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,private,4,False,org.apache.commons.lang3.builder.ReflectionDiffBuilder.appendFields(Class<?>),org.apache.commons.lang3.builder.ReflectionDiffBuilder,appendFields,Class<?>,org/apache/commons/lang3/builder/ReflectionDiffBuilder.java,203,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),10,0
lang3.20,protected,4,False,"org.apache.commons.lang3.builder.ToStringStyle.appendDetail(StringBuffer,String,Collection<?>)",org.apache.commons.lang3.builder.ToStringStyle,appendDetail,"StringBuffer,String,Collection<?>",org/apache/commons/lang3/builder/ToStringStyle.java,212,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,org.apache.commons.lang3.concurrent.BackgroundInitializer.isInitialized(),org.apache.commons.lang3.concurrent.BackgroundInitializer,isInitialized,,org/apache/commons/lang3/concurrent/BackgroundInitializer.java,340,ok,False,line_not_full;instr_not_full;branch_not_full,33.3% (2/6),27.8% (5/18),25.0% (1/4),8,0
lang3.20,public,4,False,"org.apache.commons.lang3.concurrent.ConcurrentUtils.createIfAbsent(ConcurrentMap<K,V>,K,ConcurrentInitializer<V>)",org.apache.commons.lang3.concurrent.ConcurrentUtils,createIfAbsent,"ConcurrentMap<K,V>,K,ConcurrentInitializer<V>",org/apache/commons/lang3/concurrent/ConcurrentUtils.java,151,ok,False,line_not_full;instr_not_full;branch_not_full,83.3% (5/6),90.0% (18/20),66.7% (4/6),0,0
lang3.20,private,4,False,org.apache.commons.lang3.concurrent.EventCountCircuitBreaker.performStateCheck(int),org.apache.commons.lang3.concurrent.EventCountCircuitBreaker,performStateCheck,int,org/apache/commons/lang3/concurrent/EventCountCircuitBreaker.java,537,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,4,False,org.apache.commons.lang3.concurrent.TimedSemaphore.acquire(),org.apache.commons.lang3.concurrent.TimedSemaphore,acquire,,org/apache/commons/lang3/concurrent/TimedSemaphore.java,293,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.concurrent.UncheckedFutureImpl.get(long,TimeUnit)",org.apache.commons.lang3.concurrent.UncheckedFutureImpl,get,"long,TimeUnit",org/apache/commons/lang3/concurrent/UncheckedFutureImpl.java,52,ok,False,line_not_full;instr_not_full,16.7% (2/12),21.1% (8/38),0.0% (0/0),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.event.EventUtils.invoke(Object,Method,Object[])",org.apache.commons.lang3.event.EventUtils,invoke,"Object,Method,Object[]",org/apache/commons/lang3/event/EventUtils.java,76,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.exception.ExceptionUtils.getCause(Throwable,String[])",org.apache.commons.lang3.exception.ExceptionUtils,getCause,"Throwable,String[]",org/apache/commons/lang3/exception/ExceptionUtils.java,231,"coverage-error:unclosed token: line 1, column 2367445",False,"status=coverage-error:unclosed token: line 1, column 2367445",% (/),% (/),% (/),,
lang3.20,private,4,False,"org.apache.commons.lang3.function.Failable.run(Object,FailableRunnable<E>)",org.apache.commons.lang3.function.Failable,run,"Object,FailableRunnable<E>",org/apache/commons/lang3/function/Failable.java,540,"coverage-error:unclosed token: line 1, column 2375663",False,"status=coverage-error:unclosed token: line 1, column 2375663",% (/),% (/),% (/),,
lang3.20,public,4,False,org.apache.commons.lang3.math.Fraction.reduce(),org.apache.commons.lang3.math.Fraction,reduce,,org/apache/commons/lang3/math/Fraction.java,851,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,private,4,False,org.apache.commons.lang3.math.NumberUtils.isAllZeros(String),org.apache.commons.lang3.math.NumberUtils,isAllZeros,String,org/apache/commons/lang3/math/NumberUtils.java,518,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
